Date,Open,High,Low,Close,Volume,Adj Close
2007-06-12,119.35,121.71,118.31,120.38,356641600,16.44
2007-06-11,126.0,126.15,119.54,120.19,468564600,16.41
2007-06-08,125.82,125.83,122.29,124.49,310420600,17.0
2007-06-07,124.99,127.61,123.19,124.07,478769900,16.94
2007-06-06,122.3,124.05,121.95,123.64,278060300,16.88
2007-06-05,121.41,122.69,120.5,122.67,230196400,16.75
2007-06-04,118.63,121.73,117.9,121.33,221668300,16.57
2007-06-01,121.1,121.19,118.29,118.4,221315500,16.17
2007-05-31,120.07,122.17,119.54,121.19,324266600,16.55
2007-05-30,114.3,118.88,113.53,118.77,369611200,16.22
2007-05-29,114.45,114.86,112.69,114.35,161423500,15.61
2007-05-25,112.0,113.78,111.5,113.62,158239900,15.51
2007-05-24,112.81,114.46,110.37,110.69,221840500,15.11
2007-05-23,114.02,115.0,112.59,112.89,227843700,15.41
2007-05-22,112.49,113.75,112.01,113.54,143102400,15.5
2007-05-21,110.31,112.45,110.05,111.98,159973100,15.29
2007-05-18,110.23,110.64,109.77,110.02,155336300,15.02
2007-05-17,107.15,109.87,107.15,109.44,183822800,14.94
2007-05-16,108.53,108.83,103.42,107.34,281691900,14.66
2007-05-15,109.57,110.2,106.48,107.52,238628600,14.68
2007-05-14,109.62,110.0,108.25,109.36,162986600,14.93
2007-05-11,107.74,109.13,106.78,108.74,163424100,14.85
2007-05-10,106.63,108.84,105.92,107.34,299314400,14.66
2007-05-09,104.91,106.96,104.89,106.88,179439400,14.59
2007-05-08,103.47,105.15,103.42,105.06,195999300,14.35
2007-05-07,101.08,104.35,101.01,103.92,215389300,14.19
2007-05-04,100.8,101.6,100.5,100.81,95496800,13.77
2007-05-03,100.73,101.45,100.01,100.4,144019400,13.71
2007-05-02,99.65,100.54,99.47,100.39,126286300,13.71
2007-05-01,99.59,100.35,98.55,99.47,133130900,13.58
2007-04-30,100.09,101.0,99.67,99.8,154127400,13.63
2007-04-27,98.18,99.95,97.69,99.92,174850900,13.64
2007-04-26,101.58,102.5,98.3,98.84,434444500,13.5
2007-04-25,94.23,95.4,93.8,95.35,296786000,13.02
2007-04-24,93.96,96.39,91.3,93.24,263813200,12.73
2007-04-23,91.59,93.8,91.42,93.51,195072500,12.77
2007-04-20,90.89,91.18,90.55,90.97,130694900,12.42
2007-04-19,90.19,91.25,89.83,90.27,106478400,12.33
2007-04-18,90.16,90.85,89.6,90.4,116011000,12.34
2007-04-17,92.0,92.3,89.7,90.35,187980100,12.34
2007-04-16,90.57,91.5,90.25,91.43,152258400,12.48
2007-04-13,90.9,91.4,90.06,90.24,179985400,12.32
2007-04-12,92.04,92.31,90.72,92.19,164168900,12.59
2007-04-11,93.9,93.95,92.33,92.59,137254600,12.64
2007-04-10,93.67,94.26,93.41,94.25,88116700,12.87
2007-04-09,95.21,95.3,93.04,93.65,103335400,12.79
2007-04-05,94.12,94.68,93.52,94.68,88879000,12.93
2007-04-04,94.94,95.14,94.13,94.27,119196000,12.87
2007-04-03,94.14,95.23,93.76,94.5,145983600,12.9
2007-04-02,94.14,94.25,93.02,93.65,125498100,12.79
2007-03-30,94.28,94.68,92.75,92.91,150139500,12.69
2007-03-29,94.19,94.19,92.23,93.75,181430900,12.8
2007-03-28,94.88,95.4,93.15,93.24,235584300,12.73
2007-03-27,95.71,96.83,95.0,95.46,233013200,13.03
2007-03-26,93.99,95.9,93.3,95.85,216246800,13.09
2007-03-23,93.35,94.07,93.3,93.52,112721000,12.77
2007-03-22,93.73,94.36,93.0,93.96,140373100,12.83
2007-03-21,91.99,94.0,91.65,93.87,171724000,12.82
2007-03-20,91.35,91.84,91.06,91.48,122229100,12.49
2007-03-19,90.24,91.55,89.59,91.13,178240300,12.44
2007-03-16,89.54,89.99,89.32,89.59,142926000,12.23
2007-03-15,89.96,90.36,89.31,89.57,139874700,12.23
2007-03-14,88.6,90.0,87.92,90.0,199146500,12.29
2007-03-13,89.41,90.6,88.4,88.4,216972700,12.07
2007-03-12,88.07,89.99,87.99,89.87,182352100,12.27
2007-03-09,88.8,88.85,87.4,87.97,112959000,12.01
2007-03-08,88.59,88.72,87.46,88.0,127752800,12.02
2007-03-07,88.05,88.97,87.45,87.72,156571100,11.98
2007-03-06,87.8,88.31,87.4,88.19,180796700,12.04
2007-03-05,85.89,88.65,85.76,86.32,209724900,11.79
2007-03-02,86.77,87.54,85.21,85.41,215000100,11.66
2007-03-01,84.03,88.31,83.75,87.06,353882200,11.89
2007-02-28,83.0,85.6,83.0,84.61,229868800,11.55
2007-02-27,86.3,87.08,83.41,83.93,286453300,11.46
2007-02-26,89.84,90.0,87.61,88.51,153962200,12.09
2007-02-23,89.16,90.34,88.85,89.07,129473400,12.16
2007-02-22,90.8,90.81,88.53,89.51,209556200,12.22
2007-02-21,85.98,89.49,85.96,89.2,288828400,12.18
2007-02-20,84.65,86.16,84.16,85.9,154425600,11.73
2007-02-16,85.25,85.41,84.66,84.83,99967000,11.58
2007-02-15,85.44,85.62,84.78,85.21,90915300,11.64
2007-02-14,84.63,85.64,84.57,85.3,126995400,11.65
2007-02-13,85.16,85.29,84.3,84.7,145246500,11.57
2007-02-12,84.43,85.18,83.63,84.88,181017900,11.59
2007-02-09,85.88,86.2,83.21,83.27,215135200,11.37
2007-02-08,85.43,86.51,85.41,86.18,169757700,11.77
2007-02-07,84.48,86.38,83.55,86.15,266706300,11.76
2007-02-06,84.45,84.47,82.86,84.15,216098400,11.49
2007-02-05,84.3,85.23,83.94,83.94,144713100,11.46
2007-02-02,84.12,85.25,83.7,84.75,155382500,11.57
2007-02-01,86.23,86.27,84.74,84.74,166085500,11.57
2007-01-31,84.86,86.0,84.35,85.73,214017300,11.71
2007-01-30,86.43,86.49,85.25,85.55,144492600,11.68
2007-01-29,86.3,86.65,85.53,85.94,225416100,11.73
2007-01-26,87.11,87.37,84.99,85.38,246718500,11.66
2007-01-25,87.11,88.5,86.03,86.25,226493400,11.78
2007-01-24,86.68,87.15,86.08,86.7,231953400,11.84
2007-01-23,85.73,87.51,85.51,85.7,301856100,11.7
2007-01-22,89.14,89.16,85.65,86.79,363506500,11.85
2007-01-19,88.63,89.65,88.12,88.5,341118400,12.08
2007-01-18,92.1,92.11,89.05,89.07,591151400,12.16
2007-01-17,97.56,97.6,94.82,94.95,411565000,12.96
2007-01-16,95.68,97.25,95.45,97.1,311019100,13.26
2007-01-12,94.59,95.06,93.23,94.62,328172600,12.92
2007-01-11,95.94,96.78,95.1,95.8,360063200,13.08
2007-01-10,94.75,97.8,93.45,97.0,738220000,13.24
2007-01-09,86.45,92.98,85.15,92.57,837324600,12.64
2007-01-08,85.96,86.53,85.28,85.47,199276700,11.67
2007-01-05,85.77,86.2,84.4,85.05,208685400,11.61
2007-01-04,84.05,85.95,83.82,85.66,211815100,11.7
2007-01-03,86.29,86.58,81.9,83.8,309579900,11.44
2006-12-29,83.95,85.4,83.36,84.84,269107300,11.58
2006-12-28,80.22,81.25,79.65,80.87,279969200,11.04
2006-12-27,78.15,82.0,76.77,81.52,483938700,11.13
2006-12-26,82.15,82.57,80.89,81.51,122672200,11.13
2006-12-22,83.46,84.04,81.6,82.2,153325900,11.22
2006-12-21,84.7,85.48,82.2,82.9,225899800,11.32
2006-12-20,86.47,86.67,84.74,84.76,141922900,11.57
2006-12-19,84.73,86.68,83.62,86.31,227851400,11.79
2006-12-18,87.63,88.0,84.59,85.47,180394200,11.67
2006-12-15,89.02,89.22,87.33,87.72,184984800,11.98
2006-12-14,89.05,90.0,88.26,88.55,208082700,12.09
2006-12-13,87.95,89.07,87.15,89.05,214263000,12.16
2006-12-12,88.61,88.84,85.53,86.14,256655000,11.76
2006-12-11,88.9,89.3,88.05,88.75,124945100,12.12
2006-12-08,87.23,89.39,87.0,88.26,196069300,12.05
2006-12-07,90.03,90.5,86.9,87.04,251206900,11.88
2006-12-06,90.64,91.39,89.67,89.83,159546100,12.27
2006-12-05,91.65,92.33,90.87,91.27,165709600,12.46
2006-12-04,91.88,92.05,90.5,91.12,177384200,12.44
2006-12-01,91.8,92.33,90.1,91.32,198769900,12.47
2006-11-30,92.21,92.68,91.06,91.66,217621600,12.52
2006-11-29,93.0,93.15,90.25,91.8,289270800,12.53
2006-11-28,90.36,91.97,89.91,91.81,259043400,12.54
2006-11-27,92.51,93.16,89.5,89.54,268709000,12.23
2006-11-24,89.53,93.08,89.5,91.63,129669400,12.51
2006-11-22,88.99,90.75,87.85,90.31,167985300,12.33
2006-11-21,87.42,88.6,87.11,88.6,155666700,12.1
2006-11-20,85.4,87.0,85.2,86.47,142698500,11.81
2006-11-17,85.14,85.94,85.0,85.85,116606000,11.72
2006-11-16,84.87,86.3,84.62,85.61,173485200,11.69
2006-11-15,85.05,85.9,84.0,84.05,163830800,11.48
2006-11-14,84.8,85.0,83.9,85.0,147238700,11.61
2006-11-13,83.22,84.45,82.64,84.35,112668500,11.52
2006-11-10,83.55,83.6,82.5,83.12,93466100,11.35
2006-11-09,82.9,84.69,82.12,83.34,230763400,11.38
2006-11-08,80.02,82.69,79.89,82.45,172729200,11.26
2006-11-07,80.45,81.0,80.13,80.51,131483100,10.99
2006-11-06,78.95,80.06,78.43,79.71,108644200,10.88
2006-11-03,79.36,79.53,77.79,78.29,107972200,10.69
2006-11-02,78.92,79.32,78.5,78.98,116370800,10.78
2006-11-01,81.1,81.38,78.36,79.16,152798100,10.81
2006-10-31,81.45,81.68,80.23,81.08,125368600,11.07
2006-10-30,79.99,80.9,79.5,80.42,124979400,10.98
2006-10-27,81.75,82.45,80.01,80.41,148741600,10.98
2006-10-26,81.9,82.6,81.13,82.19,108189200,11.22
2006-10-25,81.35,82.0,81.01,81.68,121303700,11.15
2006-10-24,81.21,81.68,80.2,81.05,115803100,11.07
2006-10-23,79.99,81.9,79.75,81.46,208126800,11.12
2006-10-20,78.97,79.99,78.67,79.95,159853400,10.92
2006-10-19,79.26,79.95,78.16,78.99,378244300,10.79
2006-10-18,74.75,75.37,73.91,74.53,283476900,10.18
2006-10-17,75.04,75.27,74.04,74.29,120231300,10.14
2006-10-16,75.19,75.88,74.79,75.4,127173200,10.3
2006-10-13,75.63,76.88,74.74,75.02,171049200,10.24
2006-10-12,73.61,75.39,73.6,75.26,148213800,10.28
2006-10-11,73.42,73.98,72.6,73.23,142963800,10.0
2006-10-10,74.54,74.58,73.08,73.81,132897100,10.08
2006-10-09,73.8,75.08,73.53,74.63,109555600,10.19
2006-10-06,74.42,75.04,73.81,74.22,116739700,10.13
2006-10-05,74.53,76.16,74.13,74.83,170970800,10.22
2006-10-04,74.1,75.46,73.16,75.38,207270700,10.29
2006-10-03,74.45,74.95,73.19,74.08,197677200,10.12
2006-10-02,75.1,75.87,74.3,74.86,178159800,10.22
2006-09-29,77.11,77.52,76.68,76.98,101453100,10.51
2006-09-28,77.02,77.48,75.95,77.01,180902400,10.52
2006-09-27,77.17,77.47,75.82,76.41,202593300,10.43
2006-09-26,76.18,77.78,76.1,77.61,275737000,10.6
2006-09-25,73.81,75.86,73.72,75.75,214748100,10.34
2006-09-22,74.3,74.34,72.58,73.0,166278000,9.97
2006-09-21,75.25,76.06,74.02,74.65,198531200,10.19
2006-09-20,74.38,75.68,74.22,75.26,205697800,10.28
2006-09-19,74.1,74.36,72.8,73.77,177512300,10.07
2006-09-18,73.8,74.86,73.3,73.89,176319500,10.09
2006-09-15,74.6,74.98,73.29,74.1,245463400,10.12
2006-09-14,73.72,74.67,73.46,74.17,200432400,10.13
2006-09-13,72.85,74.32,72.3,74.2,286534500,10.13
2006-09-12,72.81,73.45,71.45,72.63,421171800,9.92
2006-09-11,72.43,73.73,71.42,72.5,237281100,9.9
2006-09-08,73.37,73.57,71.91,72.52,223980400,9.9
2006-09-07,70.6,73.48,70.25,72.8,316989400,9.94
2006-09-06,71.08,71.69,69.7,70.03,243525800,9.56
2006-09-05,68.97,71.5,68.55,71.48,253114400,9.76
2006-09-01,68.48,68.65,67.82,68.38,102123700,9.34
2006-08-31,67.28,68.3,66.66,67.85,143674300,9.26
2006-08-30,67.34,67.82,66.68,66.96,170035600,9.14
2006-08-29,66.99,67.26,65.12,66.48,236833100,9.08
2006-08-28,68.5,68.61,66.68,66.98,184540300,9.15
2006-08-25,67.34,69.05,67.31,68.75,135989700,9.39
2006-08-24,67.89,68.19,66.27,67.81,163797900,9.26
2006-08-23,68.0,68.65,66.94,67.31,134064700,9.19
2006-08-22,66.68,68.32,66.5,67.62,144242000,9.23
2006-08-21,67.3,67.31,66.15,66.56,131556600,9.09
2006-08-18,67.71,68.4,67.26,67.91,134088500,9.27
2006-08-17,68.0,68.66,67.18,67.59,145287100,9.23
2006-08-16,67.1,68.07,66.33,67.98,195321000,9.28
2006-08-15,65.34,66.5,64.8,66.45,215338200,9.07
2006-08-14,64.05,65.22,63.6,63.94,179405100,8.73
2006-08-11,63.23,64.13,62.58,63.65,194382300,8.69
2006-08-10,63.25,64.81,62.7,64.07,174440000,8.75
2006-08-09,65.43,65.6,63.4,63.59,238959700,8.68
2006-08-08,67.09,67.11,64.51,64.78,249466000,8.85
2006-08-07,67.72,69.6,66.31,67.21,311378200,9.18
2006-08-04,67.05,68.61,64.96,68.3,463216600,9.33
2006-08-03,67.91,70.0,67.81,69.59,210261100,9.5
2006-08-02,67.65,68.68,67.51,68.16,137692100,9.31
2006-08-01,67.22,67.93,65.94,67.18,177941400,9.17
2006-07-31,66.83,68.63,66.28,67.96,223210400,9.28
2006-07-28,63.94,65.68,63.5,65.59,172876900,8.96
2006-07-27,64.5,65.02,62.86,63.4,183761200,8.66
2006-07-26,62.0,64.64,61.68,63.87,224606900,8.72
2006-07-25,61.78,62.09,60.78,61.93,147267400,8.46
2006-07-24,61.26,62.1,60.43,61.42,180714100,8.39
2006-07-21,59.82,61.15,59.64,60.72,222973100,8.29
2006-07-20,60.96,61.59,59.72,60.5,493036600,8.26
2006-07-19,52.96,55.08,52.36,54.1,347685800,7.39
2006-07-18,53.16,53.85,51.85,52.9,250112100,7.22
2006-07-17,51.73,53.11,51.65,52.37,256135600,7.15
2006-07-14,52.5,52.89,50.16,50.67,248259200,6.92
2006-07-13,52.03,54.12,51.41,52.25,312476500,7.13
2006-07-12,55.17,55.24,52.92,52.96,231832300,7.23
2006-07-11,55.11,55.99,54.53,55.65,206255700,7.6
2006-07-10,55.7,56.49,54.5,55.0,132336400,7.51
2006-07-07,55.48,56.55,54.67,55.4,199840200,7.56
2006-07-06,57.09,57.4,55.61,55.77,158302200,7.62
2006-07-05,57.15,57.6,56.56,57.0,129560200,7.78
2006-07-03,57.52,58.18,57.34,57.95,48692700,7.91
2006-06-30,57.59,57.75,56.5,57.27,184923900,7.82
2006-06-29,56.76,59.09,56.39,58.97,218349600,8.05
2006-06-28,57.29,57.3,55.41,56.02,212676100,7.65
2006-06-27,59.09,59.22,57.4,57.43,137652900,7.84
2006-06-26,59.17,59.2,58.37,58.99,116634000,8.05
2006-06-23,59.72,60.17,58.73,58.83,165050900,8.03
2006-06-22,58.2,59.75,58.07,59.58,241408300,8.14
2006-06-21,57.74,58.71,57.3,57.86,215824000,7.9
2006-06-20,57.61,58.35,57.29,57.47,168243600,7.85
2006-06-19,57.83,58.18,57.0,57.2,176143800,7.81
2006-06-16,58.96,59.19,57.52,57.56,209525400,7.86
2006-06-15,57.3,59.74,56.75,59.38,297595900,8.11
2006-06-14,58.28,58.78,56.69,57.61,219534000,7.87
2006-06-13,57.61,59.1,57.36,58.33,270160800,7.96
2006-06-12,59.4,59.73,56.96,57.0,179446400,7.78
2006-06-09,61.18,61.56,59.1,59.24,193959500,8.09
2006-06-08,58.44,60.93,57.15,60.76,349370700,8.3
2006-06-07,60.1,60.4,58.35,58.56,187626600,8.0
2006-06-06,60.22,60.63,58.91,59.72,181509300,8.15
2006-06-05,61.15,61.15,59.97,60.0,151446400,8.19
2006-06-02,62.99,63.1,60.88,61.66,171446800,8.42
2006-06-01,59.85,62.28,59.52,62.17,235627000,8.49
2006-05-31,61.76,61.79,58.69,59.77,320244400,8.16
2006-05-30,63.29,63.3,61.22,61.22,140850500,8.36
2006-05-26,64.31,64.56,63.14,63.55,108237500,8.68
2006-05-25,64.26,64.45,63.29,64.33,115843000,8.78
2006-05-24,62.99,63.65,61.56,63.34,229007800,8.65
2006-05-23,64.86,65.19,63.0,63.15,173603500,8.62
2006-05-22,63.87,63.99,62.77,63.38,179743900,8.65
2006-05-19,63.26,64.88,62.82,64.51,246466500,8.81
2006-05-18,65.68,66.26,63.12,63.18,164610600,8.63
2006-05-17,64.71,65.7,64.07,65.26,188548500,8.91
2006-05-16,68.1,68.25,64.75,64.98,234185000,8.87
2006-05-15,67.37,68.38,67.12,67.79,132294400,9.26
2006-05-12,67.85,68.69,66.86,67.7,160443500,9.24
2006-05-11,70.79,70.84,67.55,68.15,203172200,9.31
2006-05-10,71.29,71.33,69.61,70.6,114972200,9.64
2006-05-09,71.82,72.56,70.62,71.03,132916700,9.7
2006-05-08,72.99,73.8,71.72,71.89,148712900,9.82
2006-05-05,71.86,72.25,71.15,71.89,140977900,9.82
2006-05-04,71.22,72.89,70.46,71.13,215105100,9.71
2006-05-03,71.83,71.95,70.18,71.14,171747800,9.71
2006-05-02,70.15,71.98,70.11,71.62,192915800,9.78
2006-05-01,70.77,71.54,69.16,69.6,187595100,9.5
2006-04-28,69.38,71.3,69.2,70.39,190009400,9.61
2006-04-27,67.73,69.86,67.35,69.36,211486800,9.47
2006-04-26,66.65,68.28,66.4,68.15,177721600,9.31
2006-04-25,65.96,66.59,65.56,66.17,132265700,9.04
2006-04-24,66.85,66.92,65.5,65.75,176757000,8.98
2006-04-21,68.19,68.64,66.47,67.04,197246700,9.15
2006-04-20,69.51,70.0,66.2,67.63,416745700,9.23
2006-04-19,66.82,67.0,65.47,65.65,271508300,8.96
2006-04-18,65.04,66.47,64.79,66.22,198711100,9.04
2006-04-17,66.51,66.84,64.35,64.81,180484500,8.85
2006-04-13,66.34,67.44,65.81,66.47,183669500,9.08
2006-04-12,68.01,68.17,66.3,66.71,184973600,9.11
2006-04-11,68.99,69.3,67.07,67.99,234829000,9.28
2006-04-10,70.29,70.93,68.45,68.67,225878800,9.38
2006-04-07,70.93,71.21,68.47,69.79,386309700,9.53
2006-04-06,68.3,72.05,68.2,71.24,665942200,9.73
2006-04-05,64.71,67.21,64.15,67.21,558352200,9.18
2006-04-04,62.1,62.22,61.05,61.17,232981000,8.35
2006-04-03,63.67,64.12,62.61,62.65,203947800,8.55
2006-03-31,63.25,63.61,62.24,62.72,203839300,8.56
2006-03-30,62.82,63.3,61.53,62.75,347662700,8.57
2006-03-29,59.13,62.52,57.67,62.33,586708500,8.51
2006-03-28,59.63,60.14,58.25,58.71,342580700,8.02
2006-03-27,60.35,61.38,59.4,59.51,277018000,8.13
2006-03-24,60.25,60.94,59.03,59.96,267995000,8.19
2006-03-23,61.82,61.9,59.61,60.16,356956600,8.21
2006-03-22,62.16,63.25,61.27,61.67,336473900,8.42
2006-03-21,61.81,64.34,61.39,61.81,336341600,8.44
2006-03-20,65.22,65.46,63.87,63.99,151360300,8.74
2006-03-17,64.75,65.54,64.11,64.66,203010500,8.83
2006-03-16,66.85,66.9,64.3,64.31,187409600,8.78
2006-03-15,67.71,68.04,65.52,66.23,222999000,9.04
2006-03-14,65.77,67.32,65.5,67.32,160505100,9.19
2006-03-13,65.05,66.28,64.79,65.68,215296900,8.97
2006-03-10,64.05,64.49,62.45,63.19,260785700,8.63
2006-03-09,65.98,66.47,63.81,63.93,199826200,8.73
2006-03-08,66.29,67.2,65.35,65.66,163312800,8.97
2006-03-07,65.76,66.9,65.08,66.31,218219400,9.05
2006-03-06,67.69,67.72,64.94,65.48,228166400,8.94
2006-03-03,69.4,69.91,67.53,67.72,184417100,9.25
2006-03-02,68.99,69.99,68.67,69.61,156318400,9.5
2006-03-01,68.84,69.49,68.02,69.1,190954400,9.44
2006-02-28,71.58,72.4,68.1,68.49,316745100,9.35
2006-02-27,71.99,72.12,70.65,70.99,197810200,9.69
2006-02-24,72.14,72.89,71.2,71.46,133686000,9.76
2006-02-23,71.79,73.0,71.43,71.75,214229400,9.8
2006-02-22,69.0,71.67,68.0,71.32,244559700,9.74
2006-02-21,70.59,70.8,68.68,69.08,194901700,9.43
2006-02-17,70.3,70.89,69.61,70.29,143999800,9.6
2006-02-16,69.91,71.01,69.48,70.57,237043800,9.64
2006-02-15,67.16,69.62,66.75,69.22,289942800,9.45
2006-02-14,65.1,68.1,65.0,67.64,290234700,9.24
2006-02-13,66.63,66.75,64.64,64.71,220874500,8.84
2006-02-10,65.18,67.67,62.9,67.31,440119400,9.19
2006-02-09,69.1,69.23,64.53,64.95,287441000,8.87
2006-02-08,68.49,69.08,66.0,68.81,238278600,9.4
2006-02-07,68.27,69.48,66.68,67.6,347207700,9.23
2006-02-06,72.02,72.51,66.74,67.3,412941900,9.19
2006-02-03,72.24,72.79,71.04,71.85,173030900,9.81
2006-02-02,75.1,75.36,72.05,72.1,176830500,9.84
2006-02-01,74.95,76.46,74.64,75.42,130296600,10.3
2006-01-31,75.5,76.34,73.75,75.51,228385500,10.31
2006-01-30,71.17,76.6,70.87,75.0,349600300,10.24
2006-01-27,72.95,73.6,71.1,72.03,238466200,9.84
2006-01-26,74.53,75.43,71.93,72.33,295346800,9.88
2006-01-25,77.39,77.5,73.25,74.2,318946600,10.13
2006-01-24,78.76,79.42,75.77,76.04,285563600,10.38
2006-01-23,76.1,79.56,76.0,77.67,264932500,10.61
2006-01-20,79.28,80.04,75.83,76.09,283689700,10.39
2006-01-19,81.25,81.66,78.74,79.04,423962000,10.79
2006-01-18,83.08,84.05,81.85,82.49,300159300,11.26
2006-01-17,85.7,86.38,83.87,84.71,208905900,11.57
2006-01-13,84.99,86.01,84.6,85.59,194076400,11.69
2006-01-12,84.97,86.4,83.62,84.29,320202400,11.51
2006-01-11,83.84,84.8,82.59,83.9,373448600,11.46
2006-01-10,76.25,81.89,75.83,80.86,569967300,11.04
2006-01-09,76.73,77.2,75.74,76.05,168760200,10.38
2006-01-06,75.25,76.7,74.55,76.3,176114400,10.42
2006-01-05,74.83,74.9,73.75,74.38,112355600,10.16
2006-01-04,75.13,75.98,74.5,74.97,154900900,10.24
2006-01-03,72.38,74.75,72.25,74.75,201808600,10.21
2005-12-30,70.91,72.43,70.34,71.89,156065700,9.82
2005-12-29,73.78,73.82,71.42,71.45,122506300,9.76
2005-12-28,74.47,74.76,73.32,73.57,99528800,10.05
2005-12-27,74.0,75.18,73.95,74.23,147647500,10.14
2005-12-23,74.17,74.26,73.3,73.35,57464400,10.02
2005-12-22,73.91,74.49,73.6,74.02,92652700,10.11
2005-12-21,72.6,73.61,72.54,73.5,118934200,10.04
2005-12-20,71.63,72.38,71.12,72.11,119777000,9.85
2005-12-19,71.11,72.6,71.04,71.38,132323800,9.75
2005-12-16,72.14,72.3,71.06,71.11,167792800,9.71
2005-12-15,72.68,72.86,71.35,72.18,140290500,9.86
2005-12-14,72.53,73.3,70.27,72.01,362679100,9.83
2005-12-13,74.85,75.46,74.21,74.98,123454100,10.24
2005-12-12,74.87,75.35,74.56,74.91,131248600,10.23
2005-12-09,74.21,74.59,73.35,74.33,138850600,10.15
2005-12-08,73.2,74.17,72.6,74.08,197619800,10.12
2005-12-07,74.23,74.46,73.12,73.95,169866200,10.1
2005-12-06,73.93,74.83,73.35,74.05,214257400,10.11
2005-12-05,71.95,72.53,71.49,71.82,145917800,9.81
2005-12-02,72.27,72.74,70.7,72.63,223940500,9.92
2005-12-01,68.95,71.73,68.81,71.6,203223300,9.78
2005-11-30,68.43,68.85,67.52,67.82,148918700,9.26
2005-11-29,69.99,70.3,67.35,68.1,222858300,9.3
2005-11-28,70.72,71.07,69.07,69.66,254629900,9.51
2005-11-25,67.66,69.54,67.5,69.34,98753200,9.47
2005-11-23,66.88,67.98,66.69,67.11,121463300,9.16
2005-11-22,64.84,66.76,64.52,66.52,135070600,9.08
2005-11-21,64.82,65.19,63.72,64.96,127927800,8.87
2005-11-18,65.31,65.43,64.37,64.56,131240200,8.82
2005-11-17,65.59,65.88,64.25,64.52,169051400,8.81
2005-11-16,63.15,65.06,63.09,64.95,196128800,8.87
2005-11-15,61.6,63.08,61.46,62.28,134210300,8.5
2005-11-14,61.54,61.98,60.91,61.45,92483300,8.39
2005-11-11,61.54,62.11,61.34,61.54,106362200,8.4
2005-11-10,60.64,61.2,59.01,61.18,166336100,8.35
2005-11-09,60.0,61.21,60.0,60.11,138232500,8.21
2005-11-08,59.95,60.38,59.1,59.9,118441400,8.18
2005-11-07,60.85,61.67,60.14,60.23,159707800,8.22
2005-11-04,60.35,61.24,59.62,61.15,219508800,8.35
2005-11-03,60.26,62.32,60.07,61.85,221095700,8.45
2005-11-02,57.72,60.0,57.6,59.95,214265100,8.19
2005-11-01,57.24,58.14,56.87,57.5,187421500,7.85
2005-10-31,55.2,57.98,54.75,57.59,235211200,7.86
2005-10-28,56.04,56.43,54.17,54.47,192446800,7.44
2005-10-27,56.99,57.01,55.41,55.41,102885300,7.57
2005-10-26,56.28,57.56,55.92,57.03,157898300,7.79
2005-10-25,56.4,56.85,55.69,56.1,116281900,7.66
2005-10-24,55.25,56.79,55.09,56.79,152438300,7.75
2005-10-21,56.84,56.98,55.36,55.66,199181500,7.6
2005-10-20,54.47,56.5,54.35,56.14,339440500,7.67
2005-10-19,52.07,54.96,51.21,54.94,252170800,7.5
2005-10-18,53.25,53.95,52.2,52.21,152397000,7.13
2005-10-17,53.98,54.23,52.68,53.44,154208600,7.3
2005-10-14,54.03,54.35,52.79,54.0,258888000,7.37
2005-10-13,49.44,53.95,49.27,53.74,466393900,7.34
2005-10-12,48.65,50.3,47.87,49.25,674371600,6.72
2005-10-11,51.23,51.87,50.4,51.59,306471200,7.04
2005-10-10,51.76,51.91,50.28,50.37,126876400,6.88
2005-10-07,51.72,51.93,50.55,51.3,169470700,7.0
2005-10-06,53.2,53.49,50.87,51.7,189384300,7.06
2005-10-05,54.33,54.36,52.75,52.78,152692400,7.21
2005-10-04,54.95,55.35,53.64,53.75,134864800,7.34
2005-10-03,54.16,54.54,53.68,54.44,126888300,7.43
2005-09-30,52.33,53.65,51.88,53.61,132908300,7.32
2005-09-29,51.23,52.59,50.81,52.34,159211500,7.15
2005-09-28,53.07,53.11,50.59,51.08,281386000,6.97
2005-09-27,53.92,54.24,53.43,53.44,85425900,7.3
2005-09-26,54.03,54.56,53.32,53.84,136640700,7.35
2005-09-23,52.1,53.5,51.84,53.2,139614300,7.26
2005-09-22,51.88,52.47,51.32,51.9,115931900,7.09
2005-09-21,52.96,53.05,51.86,52.11,108686900,7.12
2005-09-20,52.99,53.81,52.92,53.19,204957200,7.26
2005-09-19,51.05,52.89,51.05,52.64,195932800,7.19
2005-09-16,50.23,51.21,49.95,51.21,147751100,6.99
2005-09-15,50.0,50.18,49.33,49.87,103789000,6.81
2005-09-14,51.06,51.19,49.46,49.61,118606600,6.77
2005-09-13,51.02,51.29,50.32,50.82,123221000,6.94
2005-09-12,51.1,51.63,50.58,51.4,113199100,7.02
2005-09-09,50.07,51.35,49.79,51.31,153910400,7.01
2005-09-08,49.35,50.12,49.14,49.78,175660100,6.8
2005-09-07,49.05,49.4,47.92,48.68,240768500,6.65
2005-09-06,46.7,48.88,46.55,48.8,204654800,6.66
2005-09-02,46.3,46.8,46.12,46.22,55594700,6.31
2005-09-01,47.0,47.17,46.09,46.26,89091800,6.32
2005-08-31,46.86,47.03,46.27,46.89,100739100,6.4
2005-08-30,45.99,46.79,45.92,46.57,129690400,6.36
2005-08-29,45.27,46.03,45.26,45.84,64073800,6.26
2005-08-26,46.12,46.34,45.36,45.74,65264500,6.25
